728,Acetobacteraceae,Acidobacteria_Gp2,,,,,,,,,,,,,,,,1,3,0,2,10,5,19,225,0,0,43,1,1,3,24,0,0,2,0,0,96,24,10,5,3,1,0,6,35,1,104,0,0,0,0,9,3,4,0,26,4,0,13,0,23,1,0,27,71,235,0,0,3,1,0,1,0,46,10,9,0,6,0,3,0,0,7,14,23,123,16,0,1,2,0,8,38,269,0,0,0,70,7,0,1,50,1,0,0,3,0,0,0,0,35,0,0,5,0,0,28,12,1,0,3,0,1,0,0,0,40,39,2,21,1,2,0,1,3,1,0,0,28,0,0,0,3,2,0,4,1,0,0,0,3,1,33,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,1,2049
2011,Acetobacteraceae,Acidobacteria_Gp3,,,,,,,,,,,,,,,,11,0,0,0,12,159,15,19,0,0,10,0,0,3,6,0,0,0,0,0,4,3,2,0,7,0,0,4,2,8,0,10,201,1,0,110,1,4,0,46,20,0,16,0,30,1,11,0,0,1,0,0,0,0,0,1,1,0,15,0,0,160,0,1,0,0,7,21,27,70,80,0,0,1,14,0,66,4,0,0,401,0,0,0,0,15,0,0,0,108,0,0,0,0,142,0,1,32,0,0,4,0,0,0,14,0,0,0,23,0,0,7,0,1,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1961
943,Acetobacteraceae,Acidobacteria_Gp4,,,,,,,,,,,,,,,,0,0,0,19,37,0,0,57,0,0,79,23,1,38,5,64,16,6,0,2,14,0,268,0,4,0,0,88,6,0,25,0,0,0,0,6,74,0,0,5,4,0,21,174,7,0,0,0,0,0,0,4,0,2,9,0,1,12,1,0,65,0,0,0,0,4,1,6,2,0,0,0,0,0,0,0,0,0,9,0,0,113,0,0,0,0,0,24,0,2,2,5,93,6,0,0,0,0,25,0,0,0,40,2,0,12,7,1,0,0,0,0,0,0,0,0,81,0,0,0,5,0,0,0,0,0,0,1,0,3,10,0,0,0,19,4,0,0,0,15,0,0,0,0,11,0,0,1,1,0,0,0,0,1642
909,Acetobacteraceae,Acidobacteria_Gp6,,,,,,,,,,,,,,,,0,0,0,0,7,116,7,1,0,0,0,0,0,2,2,0,0,0,20,0,1,0,13,1,0,0,0,0,11,2,79,22,1,0,2,2,122,2,1,7,36,94,5,0,6,1,17,0,0,0,11,0,0,0,0,91,0,1,0,1,1,0,0,3,0,0,1,3,3,11,9,0,0,1,112,0,8,0,0,0,74,10,0,0,0,4,162,0,0,0,15,0,0,1,11,0,0,122,0,0,0,8,1,0,3,0,6,29,1,0,1,1,0,0,44,1,0,5,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,14,0,18,0,0,0,9,1439
41,Acetobacteraceae,Acinetobacter,,,,,,,,,,,,,,,,71,4,0,3,14,153,13,10,0,0,1,0,0,12,19,0,0,0,0,0,16,5,0,0,1,0,0,0,7,5,0,0,0,0,0,5,0,4,8,2,1,50,36,0,6,6,6,30,75,0,0,0,0,0,0,0,0,0,61,39,0,0,0,2,77,0,47,60,89,1,3,0,0,47,0,0,10,0,0,0,5,0,4,0,0,68,0,0,0,44,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1273
2389,Acetobacteraceae,Actinobacteria,,,,,,,,,,,,,,,,0,37,0,0,6,1,9,0,0,0,13,5,0,0,0,17,0,0,0,0,1,0,0,0,25,0,0,58,10,1,253,0,0,0,0,0,164,2,1,8,3,1,8,10,17,0,0,1,0,0,0,0,0,0,0,16,0,10,1,0,249,0,0,3,0,0,3,4,3,20,11,0,0,4,0,0,1,0,0,0,0,77,0,0,0,20,0,1,0,0,0,0,28,5,7,0,0,0,0,0,0,2,61,0,0,1,0,0,0,1,0,13,0,1,0,0,1,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,6,1273
3450,Acetobacteraceae,Actinobaculum,,,,,,,,,,,,,,,,37,84,0,0,6,24,46,13,0,0,1,0,0,6,4,0,0,0,0,0,4,0,0,44,0,0,0,2,10,3,0,2,4,1,16,6,0,0,12,12,2,14,3,0,3,0,5,2,0,0,11,8,0,0,0,0,0,0,8,0,0,67,0,0,7,0,4,7,11,0,3,3,0,2,16,0,10,0,0,0,52,0,1,0,0,11,198,0,0,51,0,0,0,0,24,0,0,31,0,0,0,87,0,0,0,0,0,42,43,0,0,1,0,0,95,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,12,1249
1870,Acetobacteraceae,Actinomyces,,,,,,,,,,,,,,,,0,5,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,47,0,12,3,28,0,0,6,21,3,509,0,0,0,0,2,11,16,0,16,5,0,8,0,19,0,1,0,2,4,0,0,1,0,5,56,0,5,2,2,0,0,0,17,0,0,1,5,4,52,7,0,2,2,4,0,14,0,0,0,0,128,0,0,0,44,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,1157
2308,Acetobacteraceae,Actinomycetaceae,,,,,,,,,,,,,,,,0,10,0,4,0,4,1,8,0,0,5,0,0,1,32,414,0,1,0,0,3,0,3,0,4,0,0,7,14,0,12,2,0,0,0,9,6,183,0,1,1,14,7,0,15,0,4,1,0,0,0,0,0,0,0,0,0,33,0,0,8,0,0,4,0,0,1,2,1,3,0,0,1,0,0,0,1,0,0,0,2,15,0,0,0,1,4,6,0,0,0,0,6,0,1,0,1,0,0,0,0,0,240,0,0,0,0,0,0,0,0,1,0,0,0,0,56,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1156
3643,Acidimicrobiales,Actinomycetales,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,3,0,0,39,0,3,1,1,7,59,0,59,0,1,0,0,0,0,0,106,111,0,0,0,2,63,0,82,99,128,0,7,0,1,32,0,0,7,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,1,0,0,0,0,1114
1314,Acidimicrobiales,Actinomycetospora,,,,,,,,,,,,,,,,3,28,0,0,20,100,11,10,0,0,3,0,0,4,2,0,0,0,11,0,2,1,0,0,1,0,0,0,6,2,0,0,43,0,0,10,5,0,8,5,0,5,4,0,2,0,1,5,11,17,14,0,0,0,0,0,0,0,9,10,1,0,0,0,17,0,6,12,13,0,3,0,0,13,6,0,5,0,0,0,96,0,0,0,0,10,13,0,0,51,0,0,0,0,15,0,0,0,0,0,0,148,1,0,3,0,0,0,6,0,0,0,0,0,73,0,0,0,0,0,0,0,119,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,61,0,5,0,0,0,0,1041
3476,Acidimicrobidae_incertae_sedis,Adhaeribacter,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,4,0,0,0,0,0,0,17,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,6,22,0,1,18,0,32,3,0,5,0,1,3,0,0,0,0,0,0,0,0,72,0,6,0,0,50,0,0,0,0,4,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,679,1,0,1,0,0,0,0,0,993
2782,Acidobacteria,Aerococcaceae,,,,,,,,,,,,,,,,12,3,0,0,14,116,3,18,0,0,2,0,0,3,8,0,0,2,0,0,7,0,6,0,1,0,0,0,0,5,39,6,73,0,28,30,1,17,0,11,6,81,12,0,18,0,4,6,22,11,7,0,0,0,1,1,0,0,0,0,1,13,0,12,3,0,2,6,3,8,11,3,0,9,4,0,5,18,0,0,10,6,0,0,0,7,1,0,0,61,0,0,0,0,10,0,0,16,0,0,0,17,0,0,0,0,0,8,15,0,0,7,1,3,15,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,58,0,0,0,0,2,0,2,0,0,0,0,924
2651,Acidobacteria,Aerococcus,,,,,,,,,,,,,,,,0,10,0,3,26,4,115,1,0,0,0,0,0,31,1,0,0,0,0,0,2,0,8,0,1,0,0,0,0,1,19,12,0,2,0,2,0,0,0,22,7,4,3,0,1,0,28,0,1,5,4,15,0,0,18,0,0,0,0,0,1,0,0,19,0,0,1,3,0,3,0,0,0,1,1,0,3,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,3,4,0,155,0,0,0,0,1,113,0,0,0,0,40,7,0,0,0,0,0,0,2,0,0,0,0,0,44,0,0,0,0,3,0,0,4,1,0,1,0,4,0,0,64,0,2,0,0,0,0,1,0,7,2,4,0,0,0,10,856
3218,Acidobacteria,Aeromicrobium,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851
1929,Acidobacteria,Aeromonadaceae,,,,,,,,,,,,,,,,0,2,0,3,4,0,0,1,0,13,1,0,0,0,0,0,0,5,0,1,1,3,30,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,1,2,2,0,4,8,7,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,18,0,2,0,0,7,2,1,2,6,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,3,0,2,0,5,4,26,1,0,2,0,4,68,0,0,167,0,1,0,0,22,1,6,0,0,8,0,0,0,0,1,21,14,4,0,0,9,1,6,1,2,1,0,0,2,0,1,6,0,1,0,121,6,4,166,833
2396,Acidobacteria,Aeromonadales,,,,,,,,,,,,,,,,11,0,0,0,0,16,2,12,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,16,0,0,3,11,0,21,15,0,305,0,8,0,33,3,0,1,0,0,7,24,52,2,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,2,1,1,0,1,41,0,1,5,0,3,0,0,0,6,0,0,0,0,0,1,0,0,14,1,0,0,0,7,0,0,6,0,0,0,48,0,0,1,0,0,0,0,0,0,16,0,9,0,3,0,0,1,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,1,815
1189,Acidobacteria,Aeromonas,,,,,,,,,,,,,,,,51,0,0,0,5,26,0,20,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,2,0,0,1,11,3,1,2,74,1,0,29,0,0,0,4,7,16,10,0,29,0,2,0,1,0,19,2,0,0,0,0,0,0,7,3,0,0,0,0,2,0,8,14,14,8,12,0,0,1,10,0,8,0,0,0,40,0,1,0,0,17,31,0,0,32,0,0,0,0,14,0,0,36,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,1,38,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,17,0,2,0,0,0,0,683
2318,Acidobacteria,Alcaligenaceae,,,,,,,,,,,,,,,,40,1,0,0,7,31,6,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,4,0,0,0,10,2,0,4,23,0,8,10,0,8,0,5,7,155,13,0,1,4,4,2,3,9,21,1,0,3,0,0,0,5,0,0,1,7,0,4,0,0,1,4,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,32,0,0,0,0,2,0,2,3,0,0,0,0,0,0,2,0,0,0,3,0,4,11,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,83,0,0,0,0,0,0,2,0,0,0,0,578
2964,Acidobacteria,Alcaligenes,,,,,,,,,,,,,,,,10,13,0,0,15,109,24,0,0,0,0,0,0,10,1,0,0,1,0,0,7,0,0,23,4,0,0,0,0,4,2,2,12,0,0,3,0,0,6,7,1,28,1,0,3,0,2,0,2,0,5,0,0,0,1,0,0,0,2,1,0,19,0,2,0,0,2,5,6,0,5,0,0,2,9,0,3,0,0,0,18,1,1,0,0,15,1,0,0,7,0,0,0,0,4,0,0,32,0,0,0,10,0,0,2,0,0,46,4,0,0,1,1,0,23,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,9,0,0,0,3,559
854,Acidobacteria,Alcanivoracaceae,,,,,,,,,,,,,,,,1,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,6,0,46,9,6,2,0,4,1,0,12,0,2,0,1,13,45,0,16,0,0,0,0,0,0,0,28,39,0,5,0,1,35,0,50,26,36,0,1,0,0,14,2,0,10,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,1,0,530
1208,Acidobacteria,Alcanivorax,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,18,0,1,2,0,2,28,0,103,0,0,0,0,0,0,0,16,13,1,0,0,1,32,0,16,27,18,0,4,0,0,23,0,0,5,0,0,0,9,0,2,0,0,20,0,0,0,25,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,524
830,Acidobacteria,Alkanindiges,,,,,,,,,,,,,,,,10,1,0,1,6,28,3,15,0,11,7,0,1,1,4,0,0,0,6,0,5,5,5,0,0,0,0,0,9,0,0,0,3,1,0,0,0,3,0,2,1,0,11,1,3,13,0,5,9,6,0,5,0,0,1,2,0,0,16,23,0,5,0,5,3,0,19,18,21,0,1,0,0,3,13,5,1,3,0,0,6,1,0,0,2,14,0,0,0,8,0,2,1,0,2,0,0,3,0,0,0,2,0,1,0,0,0,8,4,1,0,3,0,5,0,29,0,0,0,0,0,0,5,18,0,0,1,0,3,0,39,0,0,0,2,10,5,2,1,0,0,8,0,0,0,3,4,0,0,0,0,0,1,514
1169,Acidobacteria,Alloscardovia,,,,,,,,,,,,,,,,2,0,0,0,15,93,10,7,0,0,1,0,0,1,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,1,0,1,0,44,4,2,0,0,1,6,0,16,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,42,24,0,0,0,1,9,0,26,30,39,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
2908,Acidobacteria,Alphaproteobacteria,,,,,,,,,,,,,,,,7,5,0,0,1,34,5,7,0,0,0,0,0,4,8,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,5,0,7,0,0,5,0,2,0,2,0,11,1,0,0,0,9,27,74,5,1,0,0,0,0,0,0,0,4,0,0,0,0,2,82,0,2,2,0,1,3,0,1,55,0,0,17,2,0,0,8,4,1,0,0,3,0,0,0,18,0,0,0,0,28,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,2,0,7,0,0,0,0,494
2275,Acidobacteria,Alteromonadaceae,,,,,,,,,,,,,,,,22,1,0,0,5,19,2,2,0,0,1,0,0,6,6,0,0,0,0,0,4,0,0,0,1,0,0,0,0,3,52,5,58,0,12,18,0,1,0,14,7,74,2,0,7,0,0,5,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,17,1,0,0,3,1,3,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,1,0,0,22,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,0,5,0,0,0,0,476
1977,Acidobacteria,Alteromonadales,,,,,,,,,,,,,,,,40,2,0,0,0,9,1,29,0,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,2,5,0,0,9,0,12,6,0,11,12,0,21,0,0,0,0,0,0,0,32,26,1,0,0,1,10,0,21,25,27,5,5,0,0,9,0,0,6,0,0,0,9,1,0,1,0,8,0,0,0,14,0,0,0,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,23,0,1,0,0,0,0,457
2461,Acidobacteria,Anaerococcus,,,,,,,,,,,,,,,,0,2,0,0,8,1,1,2,0,0,23,1,0,1,0,2,0,2,1,0,0,0,1,0,35,0,0,35,2,1,47,9,0,0,0,0,35,2,0,10,4,14,5,0,8,2,11,0,0,0,0,0,8,0,6,7,0,1,0,0,20,0,0,4,0,0,0,3,2,14,0,0,0,0,1,0,2,0,0,3,1,42,0,0,0,4,4,0,0,0,0,0,5,5,3,0,7,0,3,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,436
2985,Acidobacteria,Anaeroglobus,,,,,,,,,,,,,,,,1,0,0,0,2,20,3,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,59,0,2,16,0,0,3,14,1,0,5,0,2,0,3,4,13,0,2,0,0,0,0,0,0,0,7,15,0,4,0,1,16,0,7,10,13,0,0,0,0,3,3,0,5,0,2,0,26,0,0,0,0,7,5,0,0,1,0,0,0,0,17,0,1,0,0,0,0,55,0,0,3,0,1,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,419
3541,Acidobacteria,Anaeromyxobacter,,,,,,,,,,,,,,,,0,0,0,4,1,0,0,0,0,7,1,0,1,3,0,6,0,5,3,14,10,0,9,0,1,0,2,7,6,0,1,0,0,0,0,2,1,0,0,2,1,0,6,1,0,161,17,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,2,3,1,0,2,0,5,0,0,0,8,0,0,0,0,0,0,3,0,0,0,6,1,1,0,4,0,4,0,0,0,1,1,2,0,0,18,0,2,1,0,7,0,0,0,0,6,0,0,4,0,4,0,0,0,0,0,7,3,2,0,0,0,0,0,0,0,0,1,0,1,1,2,2,5,1,392
